X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,email,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,dis_status,POINT_X,POINT_Y
-118.245426056365403,34.044895966590452,151869451,211,,Social Services,Food Assistance,,www.losangelesmission.org,Los Angeles Mission,303 E. 5th St.,,Los Angeles,CA,"SITE HOURS: Monday through Saturday, 6:00am to 4:00pm; Monday through Saturday, 6:00pm to 7:00pm ","Volunteers Service/Intake (213) 629-1227 Ext.301, Urban Training Institute Service/Intake (213) 629-1227 Ext.387,  Service/Intake and Administration (213) 629-1227, Volunteers Service/Intake (213) 629-1227 Ext.417,  Service/Intake (213) 893-1960,  FAX (21",,www.losangelesmission.org,,,60003,"The mission provides a variety of Christian-oriented emergency services including adult education, emergency food, holiday assistance, homeless support services and shelter for homeless men 18 years and older who are in the Central Los Angeles/Skid Row area.",90013,http://egis3.lacounty.gov/lms/?p=60003,publish,34.044896,-118.245426,2013-06-01T11:50:56.000Z,,6487321.35791388,1838809.6750194
-118.241895056854744,34.043338966588919,151869458,211,,Social Services,Food Assistance,,www.fjm.org,Fred Jordan Mission,445 Towne Ave.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","FAX (626) 332-8759,  Service/Intake and Administration (626) 915-1981,  Service/Intake (213) 489-7763",,www.fjm.org,,,60004,"The mission provides emergency food, holiday assistance, personal enrichment, personal goods, shelter for the homeless in the Skid Row area of downtown Los Angeles and volunteer opportunities.",90013,http://egis3.lacounty.gov/lms/?p=60004,publish,34.043339,-118.241895,2013-06-01T11:50:56.000Z,,6488389.66778514,1838240.46093473
-118.570832055426422,34.225149965936595,151869461,211,,Social Services,Food Assistance,,www.sfvrescuemission.org,Our Redeemer Lutheran Church - Sfv Rescue Mission,8520 Winnetka Ave.,,Winnetka,CA,"Friday, 8:30am to 10:30am and 12:00pm to 1:00pm. ",,,www.sfvrescuemission.org,,,60005,"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley.",91306,http://egis3.lacounty.gov/lms/?p=60005,publish,34.22515,-118.570832,2013-06-01T11:50:56.000Z,,6389116.65012422,1904806.63784148
-118.444522056089511,34.187324966256305,151869463,211,,Social Services,Food Assistance,,www.sfvrescuemission.org,Lutheran Social Services/Central Lutheran Church - Sfv Rescue Mission,6425 Tyrone Blvd.,,Van Nuys,CA,"Thursday, 8:30am to 10:30am and 12:00pm to 1:00pm. ","Service/Intake and Administration (818) 785-4476, Secondary Telephone Number Information (818) 901-9480",,www.sfvrescuemission.org,,,60008,"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley.",91401,http://egis3.lacounty.gov/lms/?p=60008,publish,34.187325,-118.444522,2013-06-01T11:50:56.000Z,,6427237.04927696,1890848.73104607
-118.425598056509131,34.208675966290357,151869467,211,,Social Services,Food Assistance,,www.sfvrescuemission.org,San Fernando Valley Rescue Mission,13422 Saticoy St.,,North Hollywood,CA,"Monday through Friday, 8:30am to 5:00pm. ","FAX (818) 474-1294, Donations Pick-ups Service/Intake (800) 417-5678, Bob - for space availability Information Only (661) 965-0180,  Service/Intake and Administration (818) 785-4476",,www.sfvrescuemission.org,,,60009,"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley.",91605,http://egis3.lacounty.gov/lms/?p=60009,publish,34.208676,-118.425598,2013-06-01T11:50:56.000Z,,6432992.94852631,1898593.90584439
-118.432669055734749,34.295067966573491,151869469,211,,Social Services,Food Assistance,,www.sfvrescuemission.org,First United Methodist Church Of San Fernando - Valley Food Bank,1525 Glenoaks Blvd.,,San Fernando,CA,,Service/Intake (818) 365-3156,,www.sfvrescuemission.org,,,60014,"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley.",91340,http://egis3.lacounty.gov/lms/?p=60014,publish,34.295068,-118.432669,2013-06-01T11:50:56.000Z,,6430990.4092243,1930042.36197622
-118.457332055783951,34.210902966357473,151869470,211,,Social Services,Food Assistance,,www.sfvrescuemission.org,Rock Of The Valley/Church Of God In Christ - Valley Food Bank,7722 Kester Ave.,,Van Nuys,CA,,Service/Intake (818) 781-4156,,www.sfvrescuemission.org,,,60017,"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley.",91405,http://egis3.lacounty.gov/lms/?p=60017,publish,34.210903,-118.457332,2013-06-01T11:50:56.000Z,,6423402.08745871,1899446.48156705
-118.374935055694579,34.162853966406139,151869472,211,,Social Services,Food Assistance,,www.sfvrescuemission.org,North Hollywood 1St Baptist Church - Sfv Rescue Mission,11210 Otsego St.,,North Hollywood,CA,,"Service/Intake (818) 763-4356,  Service/Intake (818) 980-7370",,www.sfvrescuemission.org,,,60020,"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley.",91601,http://egis3.lacounty.gov/lms/?p=60020,publish,34.162854,-118.374935,2013-06-01T11:50:56.000Z,,6448248.37208363,1881857.5708788
-118.191634055789592,33.784171967017841,151869494,211,,Social Services,Food Assistance,,www.catholiccharitiesla.org/sanpedro.html,Catholic Charities Of Los Angeles - San Pedro Region - Long Beach Community Services Center,123 E. 14th St.,,Long Beach,CA,,"Service/Intake and Administration (562) 591-1351,  Administrative (562) 591-1641",,www.catholiccharitiesla.org/sanpedro.html,,,60044,"The office administers a number of community centers and program offices within the San Pedro Pastoral Region, which extends from Palos Verdes to Pico Rivera on the north to Long Beach on the south.",90813,http://egis3.lacounty.gov/lms/?p=60044,publish,33.784172,-118.191634,2013-06-01T11:50:56.000Z,,6503436.11144547,1743890.90521164
-118.36477405601083,34.056480966445996,151869591,211,,Social Services,Food Assistance,,NULL,Rav Tov Committee To Aid New Immigrants,1061 S. Fairfax Ave.,,Los Angeles,CA,"SITE HOURS: Monday through Friday, 9:00am to 12:00 noon. ","Service/Intake and Administration (323) 937-5646, After Hours Message/Answering Service (323) 864-7021,  FAX (323) 937-0491",,,,,60120,"The organization provides adult day health care, emergency food, holiday assistance and volunteer opportunities for people in need in Los Angeles County.",90019,http://egis3.lacounty.gov/lms/?p=60120,publish,34.056481,-118.364774,2013-06-01T11:50:56.000Z,,6451181.69266056,1843135.39438631
-117.90035565665184,34.099088997177091,151869616,211,,Social Services,Food Assistance,,www.actiontogether.info,Action Food Pantry,17880 E Covina Blvd,,Covina,CA,,"CRA calls only - Secretary's home phone - Dire need Emergency (626) 338-2598,  Service/Intake and Administration (626) 319-0554",,www.actiontogether.info,,,60137,The organization provides emergency food for people in the East San Gabriel Valley.,91722,http://egis3.lacounty.gov/lms/?p=60137,publish,34.09908903,-117.9003556,2013-06-01T11:50:56.000Z,,6591836.92184822,1858455.74694765
-118.186048055887355,33.770720967179457,151869619,211,,Social Services,Food Assistance,,www.COAlongbeach.org,Christian Outreach In Action,515 E. 3rd St.,,Long Beach,CA,,"Service/Intake and Administration (562) 432-1440,  FAX (562) 590-8984",,www.COAlongbeach.org,,,60138,"The organization provides emergency food, holiday assistance, homeless support services, personal goods and shelter for people who are in the Long Beach area, including people who are homeless.",90802,http://egis3.lacounty.gov/lms/?p=60138,publish,33.770721,-118.186048,2013-06-01T11:50:56.000Z,,6505124.53687438,1738992.52360423
-118.244974055892754,34.045372966932526,151869838,211,,Social Services,Food Assistance,,www.losangelesmission.org,Anne Douglas Center Of The Los Angeles Mission,310 Winston St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","LA Mission Main Desk Service/Intake (213) 629-1227,  Service/Intake and Administration (213) 614-0743",,www.losangelesmission.org,,,60318,"The program provides Christian-oriented homeless support services, personal goods and substance abuse services for low-income and homeless women and women with children in the Skid Row area of downtown Los Angeles.",90013,http://egis3.lacounty.gov/lms/?p=60318,publish,34.045373,-118.244974,2013-06-01T11:50:56.000Z,,6487458.70901714,1838982.93025032
-118.40086405563828,34.020969966451801,151869879,211,,Social Services,Food Assistance,,NULL,St. Augustine Volunteer Emergency Services,3850 Jasmine Ave.,,Culver City,CA,,"Service/Intake (310) 838-2807,  Service/Intake (310) 838-2477,  Service/Intake (310) 838-2702",,,,,60356,The program provides emergency food and holiday assistance for people who live in Culver City and portions of Los Angeles zip codes 90034.,90232,http://egis3.lacounty.gov/lms/?p=60356,publish,34.02097,-118.400864,2013-06-01T11:50:56.000Z,,6440198.68936414,1830253.97690773
-118.338414256168676,34.09322659693084,151869882,211,,Social Services,Food Assistance,,www.lagaycenter.org,L A Gay And Lesbian Center - Highland Annex,1220 N Highland Ave,,Los Angeles,CA,"Monday through Friday, 8:30am to 5:30pm; Saturday and Sunday, 8:30am to 4:00pm. ","Service/Intake (323) 860-2280, LGBTQ Youth Hotline Hotline/Talkline/Warmline (323) 461-8163,  Service/Intake (323) 993-7501",,www.lagaycenter.org,,,60357,"The program provides emergency food, HIV/AIDS services, homeless support services and shelter for people who live in Los Angeles County.",90038,http://egis3.lacounty.gov/lms/?p=60357,publish,34.09322663,-118.3384142,2013-06-01T11:50:56.000Z,,6459210.96367547,1856479.82734306
-118.276746055761336,33.828858967426022,151869887,211,,Social Services,Food Assistance,,NULL,St. Philomena Church,21900 S. Main St.,,Carson,CA,"Monday through Sunday, 9:00am to 8:00pm. ","Service/Intake and Administration (310) 835-7161, Contributions or Volunteers Service/Intake (310) 830-5294",,,,,60359,"The program provides emergency food and holiday assistance for low-income residents of Carson, Long Beach zip code 90810 and Torrance zip code 90502.",90745,http://egis3.lacounty.gov/lms/?p=60359,publish,33.828859,-118.276746,2013-06-01T11:50:56.000Z,,6477616.89208664,1760213.91127948
-118.30303005570471,34.062952187091909,151869910,211,,Social Services,Food Assistance,,www.apla.org,Aids Project Los Angeles - Necessities Of Life Program,611 S Kingsley Dr,David Geffen Center,Los Angeles,CA,"Wednesday, 10:00am to 3:00pm; and Friday, 10:00am to 5:00pm. ","Service/Intake and Administration (213) 201-1433,  Service/Intake (213) 201-1326,  Service/Intake (213) 201-1406",,www.apla.org,,,60383,The program provides emergency food services for low-income persons who have AIDS or HIV illness in Los Angeles County.,90005,http://egis3.lacounty.gov/lms/?p=60383,publish,34.06295222,-118.30303,2013-06-01T11:50:56.000Z,,6469890.74907438,1845428.26151973
-118.24296905571488,33.924730967315902,151869911,211,,Social Services,Food Assistance,,www.apla.org,Aids Project Los Angeles - South Los Angeles,1741 E. 120th St.,,Los Angeles,CA,,"Thursdays only Service/Intake (323) 564-2783,  Service/Intake (213) 201-1433",,www.apla.org,,,60384,The program provides emergency food services for low-income persons who have AIDS or HIV illness in Los Angeles County.,90059,http://egis3.lacounty.gov/lms/?p=60384,publish,33.924731,-118.242969,2013-06-01T11:50:56.000Z,,6487959.97343455,1795077.43472815
-118.409291055737341,34.204698966422193,151869912,211,,Social Services,Food Assistance,,www.apla.org,Aids Project Los Angeles - North Hollywood,7336 Bellaire Ave.,,North Hollywood,CA,,Service/Intake (213) 201-1433,,www.apla.org,,,60385,The program provides emergency food services for low-income persons who have AIDS or HIV illness in Los Angeles County.,91606,http://egis3.lacounty.gov/lms/?p=60385,publish,34.204699,-118.409291,2013-06-01T11:50:56.000Z,,6437917.3658428,1897126.14040723
-118.187937055890345,33.779118967013957,151869913,211,,Social Services,Food Assistance,,www.apla.org,Aids Project Los Angeles - Long Beach,411 E. 10th St.,,Long Beach,CA,,"Service/Intake (213) 201-1433,  Service/Intake (562) 624-4996",,www.apla.org,,,60386,The program provides emergency food services for low-income persons who have AIDS or HIV illness in Los Angeles County.,90813,http://egis3.lacounty.gov/lms/?p=60386,publish,33.779119,-118.187937,2013-06-01T11:50:56.000Z,,6504556.12560964,1742049.85804072
-118.04510205704058,34.132039966892272,151869914,211,,Social Services,Food Assistance,,www.arcadia-redcross.org,Arcadia Meals On Wheels,376 W. Huntington Dr.,,Arcadia,CA,,"Service/Intake (626) 447-2193,  FAX (626) 445-4147",,www.arcadia-redcross.org,,,60387,The program provides home delivered meals for Arcadia residents age 55 and older who are ill or who are frail elderly and are unable to shop or cook for themselves.,91007,http://egis3.lacounty.gov/lms/?p=60387,publish,34.13204,-118.045102,2013-06-01T11:50:56.000Z,,6548021.41400696,1870435.32403831
-118.347408056095134,33.839287967555002,151869915,211,,Social Services,Food Assistance,,www.tlmow.org,Torrance/Lomita Meals On Wheels,3510 Maricopa St.,,Torrance,CA,"Monday through Friday, 9:00am to 1:30pm, except holidays. ",Service/Intake (310) 542-3434,,www.tlmow.org,,,60388,The program provides home delivered meals for people living in the service areas of Torrance and Lomita.,90503,http://egis3.lacounty.gov/lms/?p=60388,publish,33.839288,-118.347408,2013-06-01T11:50:56.000Z,,6456168.58623005,1764075.90257123
-117.735753057281357,34.096263967671042,151869916,211,,Social Services,Food Assistance,,www.claremontmealsonwheels.org,Claremont Meals On Wheels,845 E. Bonita Ave.,Oak Tree Lodge,Pomona,CA,"Monday through Friday, 9:30am to 12:00 noon. ",Service/Intake (909) 621-4018,,,,,60389,The program provides home delivered meals for residents of Claremont and parts of northern Pomona.,91767,http://egis3.lacounty.gov/lms/?p=60389,publish,34.096264,-117.735753,2013-06-01T11:50:56.000Z,,6641671.74671905,1857517.87316723
-118.133077056780621,33.855902967134817,151869917,211,,Social Services,Food Assistance,,www.lakewoodmow.org,Lakewood Meals On Wheels,5510 Clark Ave.,,Lakewood,CA,"Monday through Friday, 8:00am to 5:00pm. ",Meals on Wheels Service/Intake and Administration (562) 925-8747,,www.lakewoodmow.org,,,60390,"The program provides home delivered meals for seniors, and for people who are disabled, or ill and unable to shop and cook for themselves.",90712,http://egis3.lacounty.gov/lms/?p=60390,publish,33.855903,-118.133077,2013-06-01T11:50:56.000Z,,6521265.1066273,1769966.95345314
-118.00372205696587,34.087692967215652,151869918,211,,Social Services,Food Assistance,,NULL,Meals On Wheels - El Monte/South El Monte,12139 Lower Azusa Rd.,,El Monte,CA,,Administrator's home phone # Service/Intake (626) 443-1831,,,,,60393,"The program provides home-delivered meals for homebound people of any age who due to age, disability or illness are unable to shop or cook for themselves.",91732,http://egis3.lacounty.gov/lms/?p=60393,publish,34.087693,-118.003722,2013-06-01T11:50:56.000Z,,6560543.36665331,1854293.58401215
-118.492703055285247,34.014777966461679,151869972,211,,Social Services,Food Assistance,,www.smgov.net/senior,City Of Santa Monica Community And Cultural Services Department - Senior Programs - Ken Edwards Center,1527 4th St.,,Santa Monica,CA,"SITE HOURS: Monday through Friday, 12:00noon. Reservations are required 24 hours in advance. ",Service/Intake (310) 395-8478,,www.smgov.net/senior,,,60468,"The Center provides nutrition programs for adults 60 years and older who live, primarily, in the city of Santa Monica.",90401,http://egis3.lacounty.gov/lms/?p=60468,publish,34.014778,-118.492703,2013-06-01T11:50:56.000Z,,6412358.37299764,1828124.30728257
-118.319822055888864,34.192958966848757,151869973,211,,Social Services,Food Assistance,,NULL,"City Of Burbank Park, Recreation And Community Services - Senior Nutrition Services - Mccambridge Park Nutrition Program",1515 N. Glenoaks Blvd.,,Burbank,CA,"Monday through Friday, 8:00am to 2:30pm. ",Service/Intake (818) 238-5365,,NULL,,,60469,"The program provides nutrition programs for older adults, age 60 and older, who live in Burbank and the surrounding areas.",91504,http://egis3.lacounty.gov/lms/?p=60469,publish,34.192959,-118.319822,2013-06-01T11:50:56.000Z,,6464955.45677964,1892755.65341331
-118.245791056751472,34.057803967233063,151869978,211,,Social Services,Food Assistance,,www.olacathedral.org/cathedral/,Cathedral Of Our Lady Of The Angels Charities Program,555 W. Temple St.,,Los Angeles,CA,"Monday, Wednesday, Friday, 8:30am to 12:00pm. ","Outreach Center Service/Intake (213) 680-5231, Sue Burnett - Director of Volunteers Service/Intake (213) 680-5283,  Service/Intake and Administration (213) 680-5225",,www.olacathedral.org/cathedral/,,,60473,The program provides outreach and assistance for low income and homeless people in the City of Los Angeles.,90012,http://egis3.lacounty.gov/lms/?p=60473,publish,34.057804,-118.245791,2013-06-01T11:50:56.000Z,,6487222.27182597,1843507.4038129
-118.159995056580755,33.902739967607417,151870015,211,,Social Services,Food Assistance,,NULL,City Of Paramount Department Of Parks And Recreation - Senior Services,14400 Paramount Blvd.,,Paramount,CA,,Service/Intake (562) 220-2090,,,,,60503,The program provides senior nutrition programs and services for older adults who reside in Paramount and the surrounding areas.,90723,http://egis3.lacounty.gov/lms/?p=60503,publish,33.90274,-118.159995,2013-06-01T11:50:56.000Z,,6513119.32173781,1787023.96067764
-118.258697056519964,34.119615966702355,151870017,211,,Social Services,Food Assistance,,www.assistanceleaguesocal.org,American Lithuanian National Center,3356 Glendale Blvd.,,Los Angeles,CA,"Monday through Friday, 10:00am to 2:00pm. ",Service/Intake (323) 533-3179,,www.assistanceleaguesocal.org,,,60505,"The program provides senior nutrition programs for people age 60 and older who live in the Hollywood, Los Feliz, Silverlake, and Atwater areas which include zip codes 90004, 90026, 90027, 90028, 90029, 90036, 90038, 90039, 90046 and 90068.",90039,http://egis3.lacounty.gov/lms/?p=60505,publish,34.119616,-118.258697,2013-06-01T11:50:56.000Z,,6483371.05216622,1866011.69377798
-118.310746056675001,34.096147966927425,151870018,211,,Social Services,Food Assistance,,www.assistanceleaguesocal.org,Assistance League Of Southern California - Senior Nutrition Program,1360 N. St. Andrews Pl.,,Los Angeles,CA,"Monday through Friday, 11:30am to 1:00pm. ","Hollywood Snr Multipurpose Cnt Service/Intake and Administration (323) 957-3900,  FAX (323) 462-6164",,www.assistanceleaguesocal.org,,,60506,"The program provides senior nutrition programs for people age 60 and older who live in the Hollywood, Los Feliz, Silverlake, and Atwater areas which include zip codes 90004, 90026, 90027, 90028, 90029, 90036, 90038, 90039, 90046 and 90068.",90028,http://egis3.lacounty.gov/lms/?p=60506,publish,34.096148,-118.310746,2013-06-01T11:50:56.000Z,,6467591.13490722,1857515.91418165
-118.335985056038282,34.104421966517954,151870020,211,,Social Services,Food Assistance,,www.assistanceleaguesocal.org,Las Palmas Senior Center - Nutrition Program,1820 N. Las Palmas,,Los Angeles,CA,"Monday through Friday, 11:30am to 1:00pm. ",Service/Intake (323) 465-7787,,www.assistanceleaguesocal.org,,,60507,"The program provides senior nutrition programs for people age 60 and older who live in the Hollywood, Los Feliz, Silverlake, and Atwater areas which include zip codes 90004, 90026, 90027, 90028, 90029, 90036, 90038, 90039, 90046 and 90068.",90028,http://egis3.lacounty.gov/lms/?p=60507,publish,34.104422,-118.335985,2013-06-01T11:50:56.000Z,,6459960.05141614,1860551.54229672
-118.326455055766544,34.087684966673997,151870153,211,,Social Services,Food Assistance,,NULL,Project Angel Food,922 Vine St.,,Los Angeles,CA,"Hot meals are delivered Sunday through Friday, 12:00 noon and 3:00pm; frozen meals are delivered once a week, Monday through Friday 12:00 noon and 4:00pm. ","Client Services Service/Intake (800) 761-8889,  FAX (323) 845-1818,  Service/Intake and Administration (323) 845-1800, Volunteer Services Service/Intake (323) 845-1816, Client Services Service/Intake (323) 845-1810",,NULL,,,60647,The project provides home delivered meals for people of all ages living with HIV/AIDS and people with other serious illnesses who are homebound and volunteer opportunities for individuals living in Los Angeles County.,90038,http://egis3.lacounty.gov/lms/?p=60647,publish,34.087685,-118.326455,2013-06-01T11:50:56.000Z,,6462825.20677505,1854451.1594844
-118.446402056368598,34.189291966207335,151870351,211,,Social Services,Food Assistance,,NULL,San Fernando Valley Interfaith Council Nutrition Program,6514 Sylmar Ave.,Bernardi Multipurpose Senior Center,Van Nuys,CA,"Monday through Friday, 8:00am to 4:00pm, lunch at 11:30am. ","Meals on Wheels FAX FAX (818) 374-5351,  Service/Intake (818) 781-3309, Homebound Program - South of Victory Blvd. in North Hollywood &amp; Van Nuys Service/Intake (818) 761-6224, Homebound Program - North of Victory Blvd. in North Hollywood &amp; Van Nuy",,NULL,,,60819,This agency administers and coordinates 9 congregate nutrition sites and a home-delivered meal program for seniors 60 years and older in the San Fernando Valley.,91401,http://egis3.lacounty.gov/lms/?p=60819,publish,34.189292,-118.446402,2013-06-01T11:50:56.000Z,,6426671.67836048,1891567.07048865
-118.26619205673812,33.974892966568589,151870359,211,,Social Services,Food Assistance,,www.labiomed.org/,Los Angeles Biomedical Research Institute At Harbor-Ucla Medical Center - Wic Program - Florence Wic Site,501 E. Florence Ave.,,Los Angeles,CA,"Monday through Friday, 7:30am to 5:00pm. ","Central Intake, Info and Referrals Service/Intake (310) 661-3080",,www.labiomed.org/,,,60825,"This agency administers the WIC program at 11 sites for residents of the Compton, San Antonio, South, and Southeast Health Districts of Los Angeles County.",90003,http://egis3.lacounty.gov/lms/?p=60825,publish,33.974893,-118.266192,2013-06-01T11:50:56.000Z,,6480963.08847822,1813350.26038714
-118.198258055794341,33.928217967100558,151870363,211,,Social Services,Food Assistance,,www.labiomed.org/,Los Angeles Biomedical Research Institute At Harbor-Ucla Medical Center - Wic Program - Lynwood Wic Site,3811 Martin Luther King Jr. Blvd.,,Lynwood,CA,"Monday through Friday, 7:30am to 5:00pm. ","Central Intake, Info and Referrals Service/Intake (310) 661-3080",,www.labiomed.org/,,,60826,"This agency administers the WIC program at 11 sites for residents of the Compton, San Antonio, South, and Southeast Health Districts of Los Angeles County.",90262,http://egis3.lacounty.gov/lms/?p=60826,publish,33.928218,-118.198258,2013-06-01T11:50:56.000Z,,6501526.58967397,1796316.66026805
-118.187761056440237,33.969733966900066,151870367,211,,Social Services,Food Assistance,,www.labiomed.org/,Los Angeles Biomedical Research Institute At Harbor-Ucla Medical Center - Wic Program - Cudahy Wic Site,7272 Atlantic Ave.,,Cudahy,CA,"Monday through Friday, 7:00am to 5:00pm. ","Central Intake, Info and Referrals Service/Intake (310) 661-3080",,www.labiomed.org/,,,60827,"This agency administers the WIC program at 11 sites for residents of the Compton, San Antonio, South, and Southeast Health Districts of Los Angeles County.",90201,http://egis3.lacounty.gov/lms/?p=60827,publish,33.969734,-118.187761,2013-06-01T11:50:56.000Z,,6504739.18725139,1811419.09889515
-118.147690056623517,33.972803967494208,151870369,211,,Social Services,Food Assistance,,www.labiomed.org/,Los Angeles Biomedical Research Institute At Harbor-Ucla Medical Center - Wic Program - Bell Gardens Wic Site,6501 S. Garfield Ave.,,Bell Gardens,CA,"Monday through Friday, 8:00am to 5:00pm. ","Central Intake, Info and Referrals Service/Intake (310) 661-3080",,www.labiomed.org/,,,60828,"This agency administers the WIC program at 11 sites for residents of the Compton, San Antonio, South, and Southeast Health Districts of Los Angeles County.",90201,http://egis3.lacounty.gov/lms/?p=60828,publish,33.972804,-118.14769,2013-06-01T11:50:56.000Z,,6516890.77449672,1812516.06290856
-118.159887055908925,33.886527967273324,151870373,211,,Social Services,Food Assistance,,www.labiomed.org/,Los Angeles Biomedical Research Institute At Harbor-Ucla Medical Center - Wic Program - Paramount Wic Site,16260 Paramount Blvd.,,Paramount,CA,"Monday through Friday, 8:00am to 5:00pm. ","Central Intake, Info and Referrals Service/Intake (310) 661-3080",,www.labiomed.org/,,,60829,"This agency administers the WIC program at 11 sites for residents of the Compton, San Antonio, South, and Southeast Health Districts of Los Angeles County.",90723,http://egis3.lacounty.gov/lms/?p=60829,publish,33.886528,-118.159887,2013-06-01T11:50:56.000Z,,6513142.71047056,1781123.98691331
-118.282948056032367,34.009436967224218,151870377,211,,Social Services,Food Assistance,,www.labiomed.org/,Los Angeles Biomedical Research Institute At Harbor-Ucla Medical Center - Wic Program - Figueroa Wic Site,4101 S. Figueroa St.,,Los Angeles,CA,"Monday through Friday, 8:00am to 5:00pm. ","Central Intake, Info and Referrals Service/Intake (310) 661-3080",,www.labiomed.org/,,,60830,"This agency administers the WIC program at 11 sites for residents of the Compton, San Antonio, South, and Southeast Health Districts of Los Angeles County.",90037,http://egis3.lacounty.gov/lms/?p=60830,publish,34.009437,-118.282948,2013-06-01T11:50:56.000Z,,6475918.20585147,1825935.36448197
-118.223366056197904,33.895823966945805,151870380,211,,Social Services,Food Assistance,,www.labiomed.org/,Los Angeles Biomedical Research Institute At Harbor-Ucla Medical Center - Wic Program - Compton Wic Site,130 E. Compton Blvd.,,Compton,CA,"Monday through Friday, 7:30am to 5:00pm. ","Central Intake, Info and Referrals Service/Intake (310) 661-3080",,www.labiomed.org/,,,60831,"This agency administers the WIC program at 11 sites for residents of the Compton, San Antonio, South, and Southeast Health Districts of Los Angeles County.",90221,http://egis3.lacounty.gov/lms/?p=60831,publish,33.895824,-118.223366,2013-06-01T11:50:56.000Z,,6493883.61742714,1784543.74221289
-118.226168056579127,33.975640967195098,151870384,211,,Social Services,Food Assistance,,www.labiomed.org/,Los Angeles Biomedical Research Institute At Harbor-Ucla Medical Center - Wic Program - Huntington Park Wic Site,7022 Rugby Ave.,,Huntington Park,CA,"Monday through Friday, 8:00am to 5:00pm. ","Central Intake, Info and Referrals Service/Intake (310) 661-3080",,www.labiomed.org/,,,60832,"This agency administers the WIC program at 11 sites for residents of the Compton, San Antonio, South, and Southeast Health Districts of Los Angeles County.",90255,http://egis3.lacounty.gov/lms/?p=60832,publish,33.975641,-118.226168,2013-06-01T11:50:56.000Z,,6493098.62883964,1813592.75334048
-118.256284056439213,34.008266966679983,151870389,211,,Social Services,Food Assistance,,www.labiomed.org/,Los Angeles Biomedical Research Institute At Harbor-Ucla Medical Center - Wic Program - Central Ave Wic Site,4150 S. Central Ave.,,Los Angeles,CA,,"Central Intake, Info and Referrals Service/Intake (310) 661-3080",,www.labiomed.org/,,,60834,"This agency administers the WIC program at 11 sites for residents of the Compton, San Antonio, South, and Southeast Health Districts of Los Angeles County.",90011,http://egis3.lacounty.gov/lms/?p=60834,publish,34.008267,-118.256284,2013-06-01T11:50:56.000Z,,6483998.0728938,1825487.90376273
-118.216134056461968,33.981271967195184,151870404,211,,Social Services,Food Assistance,,www1.usw.salvationarmy.org/usw/www_usw_southeastcommunities.nsf,Salvation Army Corps Community Center - Huntington Park,2965 E. Gage Ave.,,Huntington Park,CA,,"Service/Intake (323) 587-4221,  FAX (323) 587-3973",,www1.usw.salvationarmy.org/usw/www_usw_southeastcommunities.nsf,,,60839,"This agency provides a companionship program, emergency food, holiday assistance, homeless support services, personal enrichment and utility bill assistance for people who live in Bell, Bell Gardens, Cudahy, Downey, Huntington Park, Maywood, South Gate, Vernon and Walnut Park.",90255,http://egis3.lacounty.gov/lms/?p=60839,publish,33.981272,-118.216134,2013-06-01T11:50:56.000Z,,6496145.23101413,1815635.29485907
-118.232220055976086,33.893905967107862,151870414,211,,Social Services,Food Assistance,,www.cwroshelter.org,Compton Welfare Rights,528 W. Almond St.,,Compton,CA,"Monday through Friday, 8:00am to 5:00pm. ","FAX (310) 631-9835, GAF/EAF Program Service/Intake (310) 603-3341, Welfare Advocacy Service/Intake (310) 603-7412, Shelter Service/Intake (310) 631-5193, Shelter Services Service/Intake (310) 631-5193",,www.cwroshelter.org,,,60844,"This agency provides advocacy, emergency food, holiday assistance and personal goods for residents of Compton, including people who are undocumented or homeless.",90220,http://egis3.lacounty.gov/lms/?p=60844,publish,33.893906,-118.23222,2013-06-01T11:50:56.000Z,,6491195.01355238,1783851.82791431
-118.260853056329267,34.131585966709387,151870422,211,,Social Services,Food Assistance,,NULL,Catholic Charities Of Los Angeles - Glendale Community Center,4322 San Fernando Rd.,,Glendale,CA,,Service/Intake and Administration (818) 409-3080,,,,,60848,"This agency provides case management and emergency food for low-income individuals and families, including people who are homeless.",91204,http://egis3.lacounty.gov/lms/?p=60848,publish,34.131586,-118.260853,2013-06-01T11:50:56.000Z,,6482729.80607338,1870369.46951123
