X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,email,date_updated,dis_status,POINT_X,POINT_Y
-118.20520045630326,33.972129497087792,151877995,211,,Community Groups,Farmers Markets,,Julie Schwarz,Huntington Park Certified Farmers' Market,E Florence Ave & Bissell St,Salt Lake Park,Huntington Park,CA,"Wednesday, year round, 9:30am to 1:30pm. ",Julie Schwarz (562) 983-1665,www.cafarmersmarkets.com,,,61002,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90255,http://egis3.lacounty.gov/lms/?p=61002,publish,33.97212953,-118.2052004,,2015-04-15T07:50:11.000Z,,6499453.16140613,1812301.21720964
-118.375937056009647,34.03806490667651,151877996,211,,Community Groups,Farmers Markets,,Cynthia Ojeda,Kaiser -La Cienga Certified Farmers' Market,6041 Cadillac Ave,,Los Angeles,CA,"Wednesday, 9:30am to 1:30pm. ",Cynthia Ojeda  (562) 495-1764,www.cafarmersmarkets.com,,,71484,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90034,http://egis3.lacounty.gov/lms/?p=71484,publish,34.03806494,-118.375937,,2015-04-15T07:52:44.000Z,,6447775.41338389,1836445.93532431
-117.985883956840041,34.065376546800763,151877997,211,,Community Groups,Farmers Markets,,Deborah Brister,Kaiser Baldwin Park Certified Farmers' Market,1011 Baldwin Park Blvd,,Baldwin Park,CA,"Fridays, year-round, 7:30am to 12:30pm. ",(310) 455-0181,www.cafarmersmarkets.com,,,71498,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,91706,http://egis3.lacounty.gov/lms/?p=71498,publish,34.06537658,-117.9858839,,2015-04-15T07:55:35.000Z,,6565945.59535013,1846172.4929709
-118.429916056099088,34.219808696825304,151877998,211,,Community Groups,Farmers Markets,,Howell Tumlin,Kaiser Panorama City Certified Farmers' Market,13652 Cantara St,,Panorama City,CA,"Wednesdays, year-round, 9:00am to 1:30pm. ", (310) 455-0801,www.cafarmersmarkets.com,,,71475,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,91402,http://egis3.lacounty.gov/lms/?p=71475,publish,34.21980873,-118.429916,,2015-04-15T07:57:38.000Z,,6431704.75917356,1902650.82620823
-118.207700556986737,34.207496646999758,151877999,211,,Community Groups,Farmers Markets,,Raw Inspiration,La Canada Certified Farmers' Market,1346 Foothill Blvd,,La Canada Flintridge,CA,"Saturdays, year-round, 9:00am - 1:00pm",(818) 591-8161,www.cafarmersmarkets.com,,,60970,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,91011,http://egis3.lacounty.gov/lms/?p=60970,publish,34.20749668,-118.2077005,,2015-04-15T07:59:01.000Z,,6498872.11269946,1897957.19780023
-118.588612455234326,34.171261966556536,151878000,211,,Community Groups,Farmers Markets,,Howell Tumlin,Kaiser Woodland Hills Certified Farmers' Market,5601 De  Soto Ave,,Woodland Hills,CA,"Thursdays, year-round, 10:00am to 2:30pm. ", (310) 455-0181,www.cafarmersmarkets.com,,,71490,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,91367,http://egis3.lacounty.gov/lms/?p=71490,publish,34.171262,-118.5886124,,2015-04-15T08:00:29.000Z,,6383627.13452847,1885227.15469082
-117.77100805745485,34.10195396690893,151878002,211,,Community Groups,Farmers Markets,,David Gayman,La Verne Certified Farmers' Market,"3660 ""D"" Street between Bonita and 3rd Street",,La Verne,CA,"Thursdays, April through September, 5:00pm to 9:00pm. ",866-440-3374,www.cafarmersmarkets.com,,,60955,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,91750,http://egis3.lacounty.gov/lms/?p=60955,publish,34.101954,-117.771008,,2015-04-15T10:42:46.000Z,,6630993.51249814,1859562.37695223
-118.323835256659436,34.07488201716172,151878003,211,,Community Groups,Farmers Markets,,Raw Inspiration,Larchmont Village Certified Farmers' Market,209 N Larchmont Blvd,,Los Angeles,CA,"Sunday, 10:00am to 2:00pm. ",(818) 591-8161,www.cafarmersmarkets.com,,,71018,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90004,http://egis3.lacounty.gov/lms/?p=71018,publish,34.07488205,-118.3238352,,2015-04-15T10:44:18.000Z,,6463603.42503488,1849789.3814064
-118.192378056089808,33.772944967360296,151878004,211,,Community Groups,Farmers Markets,,Julie Schwarz,Long Beach Downtown Farmers' Market,212 W. Third Street at Pacific Avenue,,Long Beach,CA,"Fridays, year-round, 10:00am to 4:00pm. ",(562) 595-0268,www.cafarmersmarkets.com,,,60943,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90802,http://egis3.lacounty.gov/lms/?p=60943,publish,33.772945,-118.192378,,2015-04-15T10:46:07.000Z,,6503202.20344871,1739805.52099398
-118.113098056147081,33.757623967403248,151878005,211,,Community Groups,Farmers Markets,,Julie Schwarz,Long Beach Southeast Certified Farmers' Market,2nd St. and N. Marina Dr., Alamitos Bay Marina,Long Beach,CA,"Sundays, year-round, 9:00am to 2:00pm", (562) 983-1665,www.cafarmersmarkets.com,,,60977,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90803,http://egis3.lacounty.gov/lms/?p=60977,publish,33.757624,-118.113098,,2015-04-15T10:48:49.000Z,,6527290.9449693,1734193.15656257
-118.184940956541581,33.842649146992805,151878007,211,,Community Groups,Farmers Markets,,Julie Schwarz,Long Beach Uptown Certified Farmers' Market,E 46Th St & Atlantic Ave,Bixby Knolls area,Long Beach,CA,"Thursday, 3:00pm to 6:30pm ", (562) 983-1665,www.cafarmersmarkets.com,,,71029,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90807,http://egis3.lacounty.gov/lms/?p=71029,publish,33.84264918,-118.1849409,,2015-04-15T10:50:15.000Z,,6505509.17947781,1765168.47125223
-118.292009656504092,34.104211426782214,151878008,211,,Community Groups,Farmers Markets,,Helen Lee,Los Feliz Village Certified Farmers' Market,1825 N Vermont Ave,,Los Angeles,CA,"Sundays, year-round, 9:00am to 2:00pm. ",(323) 272-9171,www.cafarmersmarkets.com,,,71462,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90027,http://egis3.lacounty.gov/lms/?p=71462,publish,34.10421146,-118.2920096,,2015-04-15T10:54:11.000Z,,6473272.13896513,1860433.3384649
-118.691163955265111,34.034739246290236,151878009,211,,Community Groups,Farmers Markets,,Debra Blanco,Malibu Certified Farmers' Market,23525 Civic Center Way, between Webb Way & Pacific Coast Hwy,Malibu,CA,"Sundays, year-round, 10:00am to 3:00pm. ",(310) 457-4537,www.cafarmersmarkets.com,,,60951,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90265,http://egis3.lacounty.gov/lms/?p=60951,publish,34.03473928,-118.6911639,,2015-04-15T10:57:25.000Z,,6352266.2379328,1835742.61553673
-118.409414555675411,33.886736956970317,151878010,211,,Community Groups,Farmers Markets,,Mark Anderson,Manhattan Beach Certified Farmers' Market,13Th St & Morningside Dr,,Manhattan Beach,CA,"Tuesday, 11:00am to 4:00pm; 11:00am to 5:00pm, June through August ",(310)379-9901,www.cafarmersmarkets.com,,,71470,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90266,http://egis3.lacounty.gov/lms/?p=71470,publish,33.88673699,-118.4094145,,2015-04-15T10:59:37.000Z,,6437408.7231593,1781414.50897007
-118.160243656211222,33.902632766844924,151878108,,,Community Groups,Farmers Markets,,Tipping The Scale,Paramount CFM,14409 Paramount Blvd.,,Paramount,CA,"9:00 am - 1: 00 pm, June - Dec.",(323) 378 - 6818 NickSpano,,,,76459,,90723,http://egis3.lacounty.gov/lms/?p=76459,publish,33.9026328,-118.1602436,,2015-05-11T12:32:50.000Z,,6513043.82123263,1786985.0680389
-118.215635756146682,34.073651267231504,151878112,,,Community Groups,Farmers Markets,,North Figueroa Association,Lincoln Heights CFM,North Broadway & Daly Street,,Los Angeles,CA,"3:00 pm - 7:00 pm, June - Dec.",(323) 494-4100  Misty Iwatsu,,,,76462,,90031,http://egis3.lacounty.gov/lms/?p=76462,publish,34.0736513,-118.2156357,,2015-05-13T08:51:25.000Z,,6496368.41921605,1849253.56358039
-118.35680555550833,33.838732067190158,151878113,,,Community Groups,Farmers Markets,,Helen Lee Foundation,Torrance Providence CFM,4101 Torranc Blvd. @ Hawthorne Blvd,,Torrance,CA,"Friday, Year Round, 10:00 am - 3:00 pm",323-272-9171,,,,76466,,90503,http://egis3.lacounty.gov/lms/?p=76466,publish,33.8387321,-118.3568055,,2015-05-28T08:20:49.000Z,,6453314.02336964,1763883.5942288
-118.128811456551659,33.919241566857806,151878114,,,Community Groups,Farmers Markets,,Southland Farmers' Market Association,Kaised Downey,9333 E. Imperial Hwy in Kaiser Medical Center,,Downey,CA,"Thursday, Year Round, 9:00 am - 2:00 pm",310-455-0181 Howell Tumlin,,,,76471,,90242,http://egis3.lacounty.gov/lms/?p=76471,publish,33.9192416,-118.1288114,,2015-06-10T13:44:34.000Z,,6522589.77753438,1793015.67375982
-118.529305056237149,34.381470366234751,151878115,211,,Community Groups,Farmers Markets,,The City of Newhall,Newhall Certified Farmers' Market,22520 Lynos Ave,,Newhall,CA,"Saturday, 8:00am to 12:00pm. ",Greta Dunlap,www.cafarmersmarkets.com,,,71492,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,91321,http://egis3.lacounty.gov/lms/?p=71492,publish,34.3814704,-118.529305,,2015-06-17T06:38:20.000Z,,6401969.05650596,1961625.06357448
-118.028376957438184,34.141168766500869,151878116,,,Community Groups,Farmers Markets,,David Gayman,Arcadia Street Fair CFM,Wheeler Ave. @ 1st Street,,Arcadia,CA,"Friday, July - Dec., 5:00 pm - 9:00 pm",866-440-3374,,,,76475,,91016,http://egis3.lacounty.gov/lms/?p=76475,publish,34.1411688,-118.0283769,,2015-06-17T06:43:05.000Z,,6553083.75526021,1873755.61201714
-117.751298757820322,34.057815967650406,151878117,,,Community Groups,Farmers Markets,,Downtown Pomona Owner Association,Pomona Thomas Plaza CFM,201 W. 2nd Street,,Pomona,CA,"2nd Saturday of the month, year round, 5:00 pm - 9:00 pm",909-469-1121,,,,76479,,91766,http://egis3.lacounty.gov/lms/?p=76479,publish,34.057816,-117.7512987,,2015-06-22T07:04:13.000Z,,6636999.87811005,1843513.9471069
-118.356100255588629,34.021192166793355,151878118,,,Community Groups,Farmers Markets,,Enriched Farms,Baldwin La Brea CFM,3601 S. La Brea Ave.,,Los Angeles,CA,"Saturday, 9:00 am - 2:00 pm.",310-779-1152,,,,76484,,90016,http://egis3.lacounty.gov/lms/?p=76484,publish,34.0211922,-118.3561002,,2015-07-01T13:04:06.000Z,,6453763.44668339,1830283.7649059
-118.076330856458057,34.080304666821355,151878120,,,Community Groups,Farmers Markets,,City of Rosemead,Rosemead CFM,8838 Valley Blvd.,,Rosemead,CA,"Aug - Dec, Friday, 4:00 pm - 8:00 pm","626-569-2100
626-343-8690",,,,76510,,91770,http://egis3.lacounty.gov/lms/?p=76510,publish,34.0803047,-118.0763308,,2015-07-27T13:10:53.000Z,,6538556.55892096,1851613.59560573
-117.952348471477904,34.020062815306211,151878121,,,Community Groups,Farmers Markets,,Ceder Broadcasting,La Puente Live CFM,Main Street & First Street,,La Puente,Ca,"July - Dec., Friday, 6:00 pm - 10:00 pm",909-375-0888,,,,76508,,91744,http://egis3.lacounty.gov/lms/?p=76508,publish,34.02006285,-117.95234841,,2015-07-27T13:17:17.000Z,,6576110.12456173,1829685.05973847
-118.352011256473673,33.961779867247031,151878122,,,Community Groups,Farmers Markets,,Myca Tran,Inglewood CFM,Manchester Blvd. & Market Street,,Inglewood,CA,"Thursday, year round, 3:00 pm - 7:00 pm",323-952-3466,,,,76092,,90301,http://egis3.lacounty.gov/lms/?p=76092,publish,33.9617799,-118.3520112,,2015-07-29T07:09:15.000Z,,6454926.78917298,1808658.16576873
-118.22147837776312,33.877468601396089,151878123,,,Community Groups,Farmers Markets,,,Compton CFM,Gateway Towne Center,,Compton,CA,"9:00 am - 2:00 pm Aug - Dec, Saturday",310-761-1474 Jack Hagopian,,,,76517,,90220,http://egis3.lacounty.gov/lms/?p=76517,publish,33.87746863,-118.22147832,,2015-08-13T12:06:19.000Z,,6494441.76755755,1777862.53543098
-118.605815756251374,34.184069766335533,151878124,,,Community Groups,Farmers Markets,,Raw Inspiration,The Village CFM,6250 Topanga Blvd.,,,Los Angeles,"Sunday, Year Round, 2:00 pm - 4:00 pm",818-591-8161,,,,76525,,91367,http://egis3.lacounty.gov/lms/?p=76525,publish,34.1840698,-118.6058157,,2015-09-02T06:42:25.000Z,,6378451.64192672,1889918.97732815
-118.401357556328819,33.861989866684283,151878125,,,Community Groups,Farmers Markets,,Sprouts of Promise,Hermosa Beach Wednesday CFM,1 Piar Ave,,Hermosa Beach,CA,"Wednesday, Year Round, 11:00 am - 4:00 pm",424-645-7211,,,,76527,,90254,http://egis3.lacounty.gov/lms/?p=76527,publish,33.8619899,-118.4013575,,2015-09-02T06:48:05.000Z,,6439818.13402289,1772398.65101756
-118.386663855682613,33.976007067329846,151881406,,,Community Groups,Farmers Markets,,,Howard Hughes CFM,6080 Center Drive,,Los Angeles,CA,"Thursday, Year Round, 10:00 am - 2:00 pm",818-591-8161,,,,76513,,90230,http://egis3.lacounty.gov/lms/?p=76513,publish,33.9760071,-118.3866638,,2015-12-10T16:59:47.000Z,,6444438.73403364,1813874.31839414
